TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.719818594,-326.589,45.945,-14.2143,0.668014,1.17914,-6.15319,-5.88765,-3.4056,-1.8215,-3.95278,-4.0588,5.82047,-1.24562,-6.76451,-1.928,-2.75694,-4.60338,0.0231881,-1.67598,-0.841849,-0.59782
0.743038549,-322.947,47.1839,-13.5943,1.37227,1.38774,-5.64072,-4.67914,-5.11084,-0.811826,-3.68452,-4.0377,4.97274,0.965382,-4.8466,-0.83597,1.72063,0.78878,0.352936,-1.53734,-1.50574,-2.67483
0.766258503,-324.351,44.3629,-11.1492,3.39496,-0.355553,-2.73761,-3.96588,-3.39164,2.47586,-3.77568,-6.4302,2.151,3.25047,-7.28244,-4.06299,1.15843,-0.452203,-0.0161128,-5.26851,0.560795,-0.229654
0.789478458,-325.058,38.6116,-7.15013,5.0671,-5.31884,3.70135,-1.32754,-6.59244,2.18417,-3.75785,-5.27233,5.74042,2.92344,-4.35847,-1.83954,0.294143,-2.65366,-1.08819,-3.42496,1.21177,0.894546
0.812698413,-329.594,34.0657,-7.30712,8.70188,-2.20456,5.44257,-5.83805,-8.87685,3.79258,-2.37714,-5.2576,4.60974,4.37337,-2.98261,-2.2694,2.39419,-3.69079,-0.845594,-1.02759,-1.47235,0.938178
0.835918367,-357.976,33.4675,-1.29425,4.78072,4.66058,2.79415,-6.49831,-4.76071,0.874616,-2.98712,-2.55075,2.4899,2.25076,-1.05502,1.33363,-0.216665,-3.49749,1.10777,0.0111766,-0.838159,-0.203669
0.859138322,-380.553,31.5363,-2.58381,3.88127,5.19034,1.64423,-3.59525,1.94653,2.42481,1.04402,-1.8274,6.75403,0.718794,0.160331,-0.901864,3.20377,0.302215,1.80666,-0.461693,-0.30783,-2.86514
0.882358277,-382.077,32.5345,2.48477,3.52477,3.76109,2.15941,-2.42756,-1.15688,0.329852,-2.16205,-5.23288,3.029,-0.504102,-2.62439,-3.14547,0.314154,-0.151953,-1.20686,-1.76504,1.40412,0.130164
0.905578231,-349.82,25.2917,-13.1396,12.5953,6.51267,5.26192,-3.42197,-2.84329,1.94187,-0.667614,3.45061,0.879374,-4.3056,-1.37957,1.60724,-0.612527,-3.13567,2.07404,0.919188,-0.827328,-0.0485781
0.928798186,-344.862,33.7612,-4.48765,11.8419,9.11563,8.24985,-7.2202,-13.0894,-3.99117,-0.293716,-2.58124,-1.04701,-2.00647,-3.73832,2.53579,5.48255,-4.63326,-0.967793,1.70349,-2.1216,-1.22547
0.952018141,-314.715,38.7597,-9.28835,10.6123,0.291372,6.17197,-8.01586,-10.9265,-6.04148,1.14091,0.271579,5.54203,2.39304,-3.73501,-0.547314,4.34852,-6.41731,2.81868,-2.18526,-3.00765,-1.11855
